,(Unknown).png,A Humorous Diplomatic Atlas of Europe and Asia.png,A _Suggestive Map_ of The British Empire.png,Affiche rpfc (Affiche du Rassemblement du Peuple Franc-Comtois).png,Allies Loosen Grip of Nazi Octopus .png,American Anti-Communist Poster Featuring a Map of the Bolivarian People’s Republic.png,Ante Los Barbaros_ Los Estados Unidos y la Guerra [Before the Barbarians_ The United States and the War_].png,Anti-Zionist caricature.png,Arthur Krueger 1914.png,Asf082.png,Atome - invisible___ insidieux___ détruira toute vie sur terre d_ici peu___”.png,Brigada Roja [Red Brigade].png,British Economic League anti-Communist pamphlet.png,Churchill as an Octopus.png,City map _ Osaka_ September 2016(1).png,City map _ Osaka_ September 2016(2).png,City map _ Osaka_ September 2016.png,Confiance – ses amputations se poursuivent méthodiquement [Have Faith - The Systematic Amputations Are Continuing].png,Contre l_invasion du bolchevisme.png,Coronavirus in the form of octopus envelops with its tentacles the globe.png,Cover of How Communism Works(1).png,Cover of How Communism Works(2).png,Cover of How Communism Works.png,De Dollarpoliep [The Dollar Octopus].png,Den Jødiske Imperialisme [Jewish Imperialism].png,Dessin de presse standard oil.png,English imperialism octopus.png,Erkenne die Gefahr.png,Eyes on Formosa.png,Fact Spy Stories Pulp.png,Falmouth borough octopus attempting to grasp the parishes of Falmouth and Budock.png,Fight Agains War and Facism.png,Flyer Promoting _America”.png,Freiheit der Meere [Freedom of the Seas].png,"Go Home- Stop it, Putin.png",God and the Gorillas.png,Hands Off Africa’s Island.png,Havaiʻi (Raʻiātea) Centered Map with Octopus Motif_ “Vikings of the Sunrise”.png,Il Calamaro o_ ’Pesce Diavolo’ Prussiano (The Prussian Octopus or _ devil fish _ ).png,Illustration for “Benjamin D - His Little Dinner”.png,In 42 short years 1917-1959 the Socialist_Communist Conspiracy has conquered 1_3 of the World.png,Indie Moet Vrij.png,International Penetration by I G_ Farben_ There are Many Others.png,Jewry über Alles.png,John Bull and His Friends.png,John Bull and His Friends_ A Serio-Comic Map of Europe By Fred W_ Rose _ _ _ 1900.png,Korea - Nasa Pagtankilik ng Nagkakaisang Bansa.png,La Guerre est l_Industrie Nationale de la Prusse [War is the National Industry of Prussia].png,La pieuvre des deux cents familles de l_Humanité.png,La Pieuvre Germanique.png,La pieuvre tropicale Emmanuel Dungia Zaire RDC.png,La Revanche (affiche 1886) [Revenge (1886 Poster)].png,La _pieuvre britannique_ - L_Angleterre dans le nord de l_Ocean Indien [The British Octopus - England in the North Indian Ocean].png,Landlordism Causes Unemployment.png,Le Poison rouge [The Red Poison].png,"LIRE LA BASTILLE Journal Hebdomadaire Illustré ANTIMAÇONNIQUE [“Read La Bastille, the Illustrated Weekly Anti-Masonic Newspaper”].png",L_emprise Des Lobbyistes Des Pesticioes Et Ogm [The Influence of Pesticide and Gmo Lobbyists].png,L_Impero della preda ossia la Piovra d_Absburgo [The Empire of Prey or the Hapsburg Octopus].png,Mission Logo - NROL-39.png,Movie Poster for Euromania.png,New Orleans Riverfront Expressway Octopus.png,Next.png,No independent observers means Nov elections failure.png,Non à la colonisation américaine de la France (No to American colonization of France).png,Noname1.png,Noname2.png,Noname3.png,Noname4.png,Occupied Palestine.png,Octopus in Europe_ Humoristische-oorlogskaart [Humorous war map].png,Octopus with the initials V_H_.png,OctopusTheVerdict1899.png,Octoputin.png,Office of War Information flyer No_107.png,Papagallo no_15 la Piovra Russa Anno VI [Parrot No_15 The Russian Octopus Year VI].png,Pax Britannica.png,Political Aspects of Mormonism.jpg,Polyp Albion [Octopus Albion].png,Protectionist Ugly_ Trump Makes Bad on Tariffs.png,Russia in 2008.png,Satirical map of Europe.png,Schwabtopus(1).png,Schwabtopus.png,Secure borders for Israel.png,Serio-Comic War Map For The Year 1877_ Revised Edition_.png,Ship to Gaza by Latuff.png,Slash the Red Tentacles Smothering Asia.png,Soviet Octopus.png,Tako no Asirai [Octopus Treading].png,The Avenger_ An Allegorical War Map for 1877.png,The British Empire Plunder History Map.png,"The Curse of California, Keller 1882 (bw).png",The Destroyer.png,The English Octopus.png,The German Octopus _ Hitler Bids for World Power(1).png,The German Octopus _ Hitler Bids for World Power.png,The Giant Octopus - The British black book.png,The Great Oil Octopus.png,The Octopus of Antwerp and Other Cold War Maps(1).png,The Octopus of Antwerp and Other Cold War Maps.png,The octopus of Chinese communism.png,The peril of France - at the mercy of the octopus.png,"The Red Octopus_ Complete reprints of a serialization detailing how, in the past two decades, the Soviet Union has made alarming gains in its drive for world domination(1).png","The Red Octopus_ Complete reprints of a serialization detailing how, in the past two decades, the Soviet Union has made alarming gains in its drive for world domination.png",The Streetcar Octopus.png,The World Liberator.png,Tous les pays d_Europe_ ont vaincu le communisme_ LA FRANCE RESTE SEULE MENACEE [All the countries of Europe _ have defeated communism _ FRANCE REMAINS THE ONLY ONE THREATENED].png,Trump_s ties _ a serio-comic map by Kenneth Field in 2017_.png,TTIP is Good… for US.png,USCGC US Coast Guard Cutter White Holly WLM-543 New Orleans LA Patch.png,Vote Down EDA.png,War Map of Europe with Russian Octopus.png,What Are You Doing To Crush This Thing.png,Yutong(1).png,Yutong(2).png,Yutong.png,Настояшая Европа безъ потдылки [The Real Europe Without Make-up].png,Як війна в Україні допомагає рубати шантажні мацаки Росії [How the war in Ukraine is helping to cut off Russia_s blackmail tentacles].png,السرطان الأحمر [Red Cancer].png,کنعانی_ ‏هیولای صهیونیسم تهدیدی برای همه جهان است_ [Canaanite_ The monster of Zionism is a threat to the entire world_].png,実業之世界社懸賞当選歌 米本土空襲の歌（一）[Song for Air Raids on the Continental U_S_ (1)].png,漫评北约操弄“新冷战”：“祸乱全球” [Cartoon Commentary_ NATO_s Manipulation of the _New Cold War__ _Causing Trouble to the World”].png
(Unknown).png,1.0000001,0.7391541,0.7269598,0.7702249,0.7417969,0.7299957,0.6976484,0.6462754,0.7284404,0.5325673,0.6679655,0.7594892,0.7788845,0.73038125,0.6479739,0.5419528,0.64449555,0.71576834,0.7213073,0.7278222,0.79930556,0.68508476,0.7285914,0.72610533,0.76495826,0.6625338,0.6685797,0.72533435,0.726462,0.7698416,0.7034527,0.71903753,0.7207929,0.71330523,0.72161716,0.647803,0.707096,0.63349795,0.7353603,0.71862364,0.66597104,0.6603044,0.7462901,0.7173128,0.7121712,0.7437651,0.7189102,0.69104505,0.71848476,0.77262753,0.76893896,0.7433683,0.67271197,0.72447294,0.7550944,0.7595227,0.7133168,0.763937,0.7105506,0.7329039,0.71042264,0.6651574,0.665499,0.71940315,0.63906205,0.7157416,0.663597,0.72760266,0.7131503,0.7181298,0.6596546,0.59586555,0.69095975,0.66956663,0.7518457,0.7404377,0.6751657,0.7645803,0.7527259,0.7526637,0.7420025,0.7698227,0.7442601,0.6647316,0.7411289,0.65548635,0.70211196,0.7142756,0.6869571,0.6453888,0.6556897,0.67687553,0.646924,0.63850874,0.73929566,0.6697492,0.6589852,0.7303063,0.7338114,0.73246,0.7223115,0.6764589,0.6898948,0.739212,0.70716333,0.793229,0.67727065,0.6683471,0.7027133,0.7209499,0.73016953,0.7212815,0.68202347,0.7285914,0.79930556,0.68508476,0.69314724,0.72099054,0.7273996,0.73149014,0.6608281,0.7452188
A Humorous Diplomatic Atlas of Europe and Asia.png,0.7391541,1.0000004,0.6780375,0.68356985,0.72165895,0.69471365,0.7016338,0.61319554,0.67643875,0.5558034,0.65797055,0.71760285,0.6717412,0.703709,0.720419,0.59237677,0.6766059,0.74053353,0.7131625,0.6625035,0.70842916,0.6534308,0.66680753,0.7151602,0.69354165,0.6492138,0.63796365,0.65058017,0.65967566,0.7193832,0.7084144,0.6962019,0.6193681,0.69518006,0.6362759,0.70387214,0.68673146,0.59931505,0.7045159,0.6923754,0.62020844,0.64521194,0.7063257,0.6908128,0.7240125,0.74994665,0.7549225,0.7430103,0.62609637,0.745274,0.67754143,0.7098182,0.6970122,0.7146917,0.6218071,0.69852567,0.64534825,0.7607407,0.58782446,0.64123416,0.63988876,0.7111563,0.62782675,0.6700629,0.7206009,0.74427426,0.6565184,0.6708029,0.7024846,0.7832185,0.62408745,0.59860134,0.6269975,0.6544023,0.7944191,0.6700244,0.66617906,0.72765326,0.70878965,0.68704575,0.73227817,0.7268033,0.71584547,0.6015136,0.7657165,0.64726496,0.61859775,0.6181644,0.77052885,0.723107,0.7566457,0.6673104,0.6937386,0.63034946,0.7028762,0.65850455,0.6597203,0.6652823,0.70977414,0.70257163,0.64667016,0.77061,0.6110052,0.69376373,0.6784012,0.69315886,0.67680544,0.6890247,0.69660103,0.5453195,0.6699783,0.77567875,0.6817231,0.66680753,0.70842916,0.6534308,0.75879455,0.66319954,0.7274734,0.65574837,0.66120803,0.669586
A _Suggestive Map_ of The British Empire.png,0.7269598,0.6780375,0.99999976,0.73371816,0.7392329,0.72599816,0.7280001,0.6562122,0.7848488,0.6058972,0.7090312,0.6898832,0.716937,0.802948,0.64721406,0.6068513,0.63668543,0.7675624,0.77925324,0.68112147,0.7744843,0.7306591,0.6880782,0.749647,0.7555422,0.6376107,0.60922813,0.6762702,0.7316351,0.75067115,0.7512181,0.75957674,0.7046771,0.8416179,0.6884293,0.7125324,0.7132767,0.6959014,0.7628108,0.8049612,0.59902537,0.7088233,0.82492965,0.7998522,0.7057015,0.7337198,0.72299284,0.772459,0.7853802,0.7870679,0.7645975,0.7719727,0.7518612,0.768761,0.7269666,0.7989871,0.6784284,0.7800647,0.6438054,0.6791192,0.7439798,0.69466746,0.64863515,0.70596886,0.6692408,0.6955095,0.64477587,0.6916522,0.7369613,0.71826506,0.6106806,0.61881334,0.6255938,0.6497125,0.6970396,0.76242536,0.7444091,0.749506,0.7254896,0.69530654,0.6998656,0.75731224,0.73260903,0.7107877,0.7581965,0.65753174,0.7259559,0.6015614,0.7765182,0.7409459,0.7592315,0.6699947,0.74989873,0.8044478,0.7010515,0.665486,0.8195026,0.6907727,0.77474046,0.7576991,0.7420924,0.719272,0.6679277,0.75121874,0.79316634,0.7100123,0.68552864,0.6505616,0.67777956,0.65242654,0.679562,0.75751156,0.68056905,0.6880782,0.7744843,0.7306591,0.740127,0.6764477,0.7764119,0.6825303,0.6790798,0.6527227
Affiche rpfc (Affiche du Rassemblement du Peuple Franc-Comtois).png,0.7702249,0.68356985,0.73371816,1.0000002,0.7061212,0.72772026,0.7070801,0.6088778,0.69894797,0.53382164,0.69893605,0.75758606,0.7880223,0.7047618,0.6031426,0.5313811,0.6502529,0.7673085,0.67256606,0.72662866,0.80195326,0.7493458,0.7577615,0.79058135,0.69030595,0.5984467,0.53688145,0.7253062,0.69030416,0.6578889,0.65668994,0.75897646,0.78368425,0.7393607,0.7330334,0.6205901,0.72613776,0.7101069,0.70008624,0.67952126,0.59993255,0.6917929,0.7111484,0.6624205,0.70810044,0.6445424,0.69213843,0.6797652,0.6958125,0.77672493,0.7898341,0.78315383,0.66665006,0.66794103,0.8475714,0.8294161,0.69439787,0.7491309,0.6903193,0.77705973,0.77994096,0.6557981,0.64128995,0.76899874,0.64118725,0.66666985,0.5526469,0.7418148,0.7094799,0.69330823,0.53748846,0.5307106,0.6324894,0.6158696,0.65935916,0.6619841,0.720235,0.68648094,0.74075115,0.67232895,0.66978645,0.7689799,0.7073943,0.61827725,0.64576954,0.6438446,0.6208793,0.5959312,0.69235754,0.624144,0.63852775,0.5561268,0.6285309,0.63177997,0.71592426,0.72554433,0.62745035,0.70682395,0.8100768,0.73560804,0.6403133,0.60675544,0.818071,0.7700487,0.72514045,0.67536354,0.6758728,0.6537007,0.6516116,0.6331226,0.65998286,0.71683705,0.72297543,0.7577615,0.80195326,0.7493458,0.6426087,0.7158288,0.7167675,0.60657805,0.64289117,0.6821294
Allies Loosen Grip of Nazi Octopus .png,0.7417969,0.72165895,0.7392329,0.7061212,0.99999994,0.7406745,0.81653637,0.6954345,0.723951,0.61843324,0.79994214,0.71735024,0.752789,0.8235662,0.7347467,0.69493735,0.68633413,0.8217935,0.8479614,0.6678653,0.769186,0.7575503,0.6965454,0.8058816,0.7883967,0.6682333,0.68680197,0.7073287,0.7557103,0.8096213,0.8092381,0.7620185,0.67776346,0.829093,0.7040442,0.78515434,0.73188657,0.6819279,0.7763031,0.80645967,0.618587,0.7379285,0.80649096,0.75314057,0.73455215,0.81450105,0.7668811,0.8459913,0.69163275,0.8379859,0.71063876,0.79897463,0.75265133,0.75606316,0.7228147,0.7456793,0.705539,0.7444622,0.6394443,0.707813,0.63447094,0.7717354,0.6494982,0.7301323,0.706831,0.7718232,0.6937873,0.63838303,0.83245724,0.7855972,0.66292316,0.62393486,0.6680906,0.68225276,0.7554562,0.79688036,0.76897156,0.81624013,0.7359433,0.70993996,0.745287,0.770585,0.73712134,0.6362975,0.76549494,0.6236002,0.7006792,0.62259686,0.7988317,0.80367386,0.7880026,0.69991505,0.7421975,0.65544856,0.69882035,0.69499815,0.72795105,0.7725469,0.7777813,0.81537837,0.7316425,0.78607094,0.6525406,0.76945174,0.7285651,0.74331963,0.8105921,0.73667186,0.6804373,0.614705,0.7253438,0.84941924,0.7116112,0.6965454,0.769186,0.7575503,0.86511475,0.7275808,0.80249953,0.6352293,0.6616821,0.69517046
American Anti-Communist Poster Featuring a Map of the Bolivarian People’s Republic.png,0.7299957,0.69471365,0.72599816,0.72772026,0.7406745,0.9999999,0.77973676,0.6159862,0.73722196,0.5820985,0.70691043,0.7182946,0.78297395,0.7526543,0.6569787,0.5750073,0.66245425,0.743261,0.71538043,0.7045573,0.76210093,0.711259,0.69166714,0.73456764,0.72491646,0.65389186,0.6455606,0.70357245,0.7385994,0.7080315,0.7095868,0.75271165,0.70577145,0.7560289,0.7133704,0.66777825,0.7472676,0.6447404,0.7100465,0.68851566,0.6114273,0.66859156,0.7311614,0.6494012,0.72203386,0.72638494,0.76833546,0.72448075,0.69583136,0.77006114,0.75509804,0.8039473,0.64387405,0.67357713,0.7216846,0.73260313,0.6998995,0.7224467,0.60704947,0.72509974,0.63128114,0.70466805,0.67968774,0.7405818,0.6549493,0.71755254,0.67375463,0.6810423,0.7699313,0.73788166,0.6298299,0.621202,0.6795962,0.70943725,0.72700125,0.70255524,0.69972646,0.73663795,0.7022512,0.7007998,0.73911214,0.7573218,0.7182832,0.62068045,0.730201,0.6841955,0.68699014,0.6437073,0.75879747,0.71603847,0.6885115,0.67121685,0.65418816,0.6931338,0.73682034,0.7244594,0.6807938,0.7224515,0.75088024,0.75104797,0.6635859,0.6765716,0.6825962,0.73277813,0.68588346,0.73800606,0.6953854,0.66591156,0.70001084,0.55114686,0.7220596,0.7509835,0.74449086,0.69166714,0.76210093,0.711259,0.7319477,0.68622994,0.7540964,0.6621871,0.71604675,0.72389746
Ante Los Barbaros_ Los Estados Unidos y la Guerra [Before the Barbarians_ The United States and the War_].png,0.6976484,0.7016338,0.7280001,0.7070801,0.81653637,0.77973676,0.99999994,0.67762595,0.79295534,0.5690129,0.8467797,0.7262844,0.78528214,0.7904705,0.74628955,0.6526542,0.68690544,0.82051593,0.83906484,0.7046651,0.73375225,0.81738657,0.70210683,0.78013355,0.7950315,0.68935466,0.7201457,0.72868097,0.72938657,0.7610392,0.7854262,0.8145473,0.70028025,0.7906723,0.7355724,0.72347516,0.73077357,0.5851072,0.7379351,0.7544541,0.5603882,0.79087794,0.80097157,0.7627335,0.7349752,0.74028534,0.8055092,0.8224368,0.7084488,0.820337,0.6656106,0.79534554,0.70788217,0.7799295,0.7454625,0.73968786,0.67809486,0.7451042,0.6377945,0.6552215,0.64232,0.76475006,0.6532006,0.71372837,0.68500996,0.79707736,0.7093017,0.64963865,0.8340639,0.7555981,0.657169,0.6583097,0.6823832,0.6951525,0.73024184,0.7659668,0.74863863,0.8134147,0.71864414,0.7154038,0.70485485,0.78521246,0.7485114,0.58403486,0.7137738,0.65611714,0.71494144,0.6405076,0.7978039,0.70195997,0.77425396,0.7153043,0.71545684,0.66691154,0.7990104,0.71069986,0.7147274,0.7386993,0.7593955,0.7554614,0.69742817,0.76954234,0.66852903,0.8083051,0.7028561,0.7338174,0.8434455,0.68155026,0.7108072,0.62892914,0.7544626,0.8088044,0.79480016,0.70210683,0.73375225,0.81738657,0.7818147,0.6875226,0.82737154,0.6303467,0.6826236,0.6944417
Anti-Zionist caricature.png,0.6462754,0.61319554,0.6562122,0.6088778,0.6954345,0.6159862,0.67762595,1.0000001,0.67295665,0.5748831,0.6606574,0.6846551,0.64012456,0.6811008,0.6176715,0.6800367,0.6160773,0.7112395,0.6457938,0.70235145,0.7003895,0.6125281,0.6426138,0.68877923,0.68365604,0.6614891,0.66451067,0.672057,0.7040562,0.67672384,0.6813558,0.68328285,0.6401168,0.70352405,0.6669787,0.65328366,0.6588298,0.61315584,0.6723472,0.6708031,0.49731347,0.70070195,0.7260066,0.69689506,0.68112224,0.6833549,0.60798246,0.67270696,0.64250153,0.6738847,0.66340435,0.6410862,0.67164814,0.69333655,0.6223315,0.62128514,0.6827669,0.6987065,0.6088567,0.6221067,0.5667096,0.66164535,0.6696108,0.6622396,0.56436545,0.7240239,0.70975643,0.6485138,0.68794,0.6544135,0.6251025,0.71678734,0.70643353,0.6521804,0.69649273,0.7293083,0.59469163,0.7141293,0.65862095,0.6418598,0.62443393,0.6916505,0.7245756,0.6465341,0.6795502,0.6517682,0.64988446,0.6269935,0.67606664,0.5878696,0.63554144,0.6488366,0.593313,0.6202215,0.64983714,0.5581311,0.68606496,0.7111673,0.70845526,0.76786304,0.7385597,0.67322195,0.585851,0.6939001,0.7281497,0.68310225,0.6913465,0.66908133,0.72254443,0.5903067,0.7316468,0.670343,0.6288297,0.6426138,0.7003895,0.6125281,0.6257522,0.7181148,0.6742666,0.6115061,0.6025723,0.6467316
Arthur Krueger 1914.png,0.7284404,0.67643875,0.7848488,0.69894797,0.723951,0.73722196,0.79295534,0.67295665,1.0,0.5990931,0.72419536,0.685362,0.7177198,0.769099,0.6667974,0.61651593,0.6378547,0.7629967,0.77785504,0.7489596,0.75005496,0.76708144,0.71298367,0.7409489,0.7624147,0.6789379,0.7245266,0.7029069,0.78077525,0.77113426,0.7875596,0.77297574,0.65761536,0.72790885,0.7508682,0.73060894,0.7008031,0.59331304,0.7682796,0.7733084,0.6056605,0.7281499,0.8242038,0.80372876,0.7367077,0.7427063,0.72899306,0.74803704,0.7600662,0.7878182,0.7110877,0.704679,0.73235404,0.8312414,0.7236465,0.7770698,0.7202753,0.7743573,0.7007357,0.6694586,0.7093671,0.7170265,0.6940813,0.74319875,0.66070616,0.7319894,0.7473163,0.6809498,0.7057579,0.71517885,0.67215997,0.69776016,0.69595057,0.69450283,0.7199309,0.7382424,0.6760614,0.7268292,0.74657434,0.7510767,0.71428853,0.7659624,0.7564642,0.64535403,0.7503576,0.64174676,0.7830861,0.66566384,0.7394881,0.6645397,0.6906901,0.75166374,0.7222397,0.71092284,0.7550709,0.68003714,0.75835127,0.7009524,0.7134287,0.71219486,0.7412281,0.7256261,0.66645515,0.7751737,0.79956937,0.73260236,0.7323067,0.6756724,0.6450633,0.654652,0.7217621,0.75631344,0.7470043,0.71298367,0.75005496,0.76708144,0.7203106,0.7172221,0.7647521,0.663638,0.63541895,0.73025465
Asf082.png,0.5325673,0.5558034,0.6058972,0.53382164,0.61843324,0.5820985,0.5690129,0.5748831,0.5990931,0.9999999,0.5886962,0.6048661,0.57988894,0.6067664,0.5120489,0.5424801,0.58663297,0.62135977,0.5290922,0.5993593,0.57005715,0.5398191,0.5729915,0.5980772,0.58524036,0.64448595,0.59815764,0.61432284,0.6713542,0.5673904,0.5848886,0.56199753,0.5379746,0.59977376,0.62725854,0.6226468,0.5876855,0.5107616,0.5877484,0.6109888,0.5007154,0.6045709,0.6295126,0.6004278,0.6551804,0.62474495,0.5440575,0.58006746,0.61635387,0.5324366,0.57465076,0.57391393,0.58191526,0.5723636,0.5076784,0.5779431,0.5358081,0.5670223,0.54702485,0.50468445,0.4983002,0.64085686,0.6398605,0.62030095,0.57401973,0.57062405,0.5865126,0.5083413,0.5995337,0.57091504,0.6057934,0.60404575,0.5648469,0.60241604,0.5921061,0.5979888,0.52678895,0.5952716,0.60445744,0.5510516,0.6014695,0.5703903,0.63022214,0.65128005,0.64581215,0.638176,0.6509883,0.5739013,0.5700858,0.5847709,0.5741124,0.5875125,0.55436,0.6540914,0.5995111,0.56796604,0.6242229,0.6335119,0.56678176,0.596732,0.60965234,0.614637,0.504022,0.6077813,0.58051777,0.6172051,0.559864,0.6617365,0.57622474,0.5405734,0.5753902,0.6479357,0.59738255,0.5729915,0.57005715,0.5398191,0.5902511,0.63898396,0.622592,0.5575481,0.57441866,0.59941155
